comment,star
"Mua cho thằng anh mà thằng em đập liên tục, mua liên tục. Đài ổn.",5
Sản phẩm ok mình mua tặng nên chưa được coi trực tiếp nhưng người dùng nói ok,5
Đã nhận đúng hàng. Yên tâm về sản phẩm. Sẽ sử dụng và giới thiệu cho shop nhé! Thank you,5
"Sản phẩm đúng mô tả, đầy đủ linh kiên, loa cầm nặng tay âm thanh nghe to rõ. Hài lòng",5
"Chất lượng tốt, giá cả hợp lý , pin khỏe nên mua nhé mọi người…..",5
"Loa dùng tốt, nghe rõ, có 2 khe cắm thẻ nên tiện sử dụng.......",5
"Shop gói hàng cẩn thận, giao hàng nhanh, trong thẻ nhớ chưa có bài hát nên phải tải về",5
"Sản phẩm đẹp, đóng gói chu đáo cẩn thận, shop hỗ trợ nhiệt tình.",5
"Giao hàng cực nhanh, đài đẹp, pin sạc đầy nghe được nguyên tuần luôn, rất tiện cho các bé nghe tiếng anh, mang đi đâu cũng nhỏ gọn",5
"Mình mua gửi về quê cho mẹ, mẹ nói âm thanh lớn lắm, đài FM cũng dễ dò dễ nghe. Mình mua thêm thẻ nhớ để chép cải lương, nhạc vào để bà vừa làm vườn vừa nghe. Hài lòng lắm, nên mua nha moị người",5
"Rất đáng tiền nha!..............lần sau sẽ ủng hộ shop thêm. Đài cầm nặng tay, giao hàng rất nhanh, đóng gói cẩn thận. Shop làm việc chuyên nghiệp. Nên mua nha............",5
Pin bền + rõ + giao hàng đầy đủ + mua về cho bé nghe nhạc ngoại ngữ. Kiểu dáng thì hợp với người già hơn.,5
Shop giao hàng khá nhanh. Hình ảnh mang tc nhận xuuuuuuuuuuu,5
"Cho shop 5 sao về chất lượng và dịch vụ CSKH ạ ^^
Đài của mình ko may bị lỗi, gửi lại nhờ shop kiểm tra và được đổi mới hoàn toàn. Cảm ơn shop nhiều nhé",5
"Dùng ok, có cả úsb, vận chuyển nhanh
Chất lượnh tốt. Đóng gói cẩnthaajn",5
"Đài dễ dùng, bền, lâu hết pin mn ạ. Nên mua. Ship nhanh, đóng gói chắc chắc.",5
"Sản phẩm sử dụng rất là thích, nghe tốt. Hình ảnh và video mang tính chất nhận xu",5
"Sản phẩm oke nhá, ổn định, sóng tốt, dùng vô cùng thích ổnnnnn",5
Giao hàng rất nhanh! Loa êm âm thanh to!cảm ơnc shop!,5
"Đài nghe to, rõ, pin dùng cũng được lâu. Giao hàng nhanh, đóng gói cẩn thận, shop nhiệt tình, tiếc là ko đc tặng đầu đọc thẻ nên mình lại phải đi mua :)))). Chúc shop đắt hàng",5
"Sản phẩm tốt, âm thanh rõ, đầy đủ như quảng cáo, rất hài lòng, sẽ ủng hộ shop",5
"Mk bật đài fm nhưng k bắt đk kênh nàooooo Đã mua của shop nhiều lần
Sản phẩm phù hợp với giá
Shop giao đủ hàng",5
"Không có hướng dẫn sử dụng kèm theo nên phải lên youtube mò, cũng dễ dùng, âm thanh to, thẻ nhớ ok",5
Hàng giao nhanh. Đóng gói cẩn thận. Săn đc giá sale nữa nên rất ưng,5
"Hình ảnh và video minh họa mang tính chất nhận xu.
đóng gói chắc chắn.",5
"Hiện tại thì nghe to rõ, còn độ bền phải qua thời gian mới biết được. Thank shop nhé. Mọi ng nên mua loại này hơn là loại S vì loại đó đắt hơn chỉ vì nó hơn cái đèn pin thôi. Mà cái đèn pin đó k có dùng để làm gì cả. Ý kiến cá nhân của mình nha.",5
"Mình rất hài lòng về sản phẩm. Shop tư vấn nhiệt tình, hàng đúng y hình",5
"Shop đóng gói rất cẩn thận
Giao hàng nhanh
Sản phẩm như hình
( mình quên quay video với chụp hình nên dùng tạm )",5
Mua hàng lần 2 của shop rồi. Sản phẩm chất lượng nhé mn. :))))))))))))))))),5
Hàng ok nha mọi người. Hi vọng sẽ bền. Cho shop 5 sao luôn. Hàng lại rẻ nữa.,5
Đã nhận được hàng. Cảm ơn shop. Giá rẻ hơn những shop khác. Sẽ ủng hộ shop nhiều ạ,5
"Hàng ok. Nhóm thịnh vượng : 90,94,82
Là nhóm chờ mãi rồi cũng tới thời. Các hạt mầm ấp ủ giờ đã đủ điều kiện để cực lực thăng hoa.",5
"Giao hàng đầy đủ,loa nghe mướt ,sorry vì mình lười chụp ảnh quá",5
"Máy nghe êm, shop đóng gói siêu kĩ, giao hàng cũng nhanh nữa..",5
Sản phẩm ok. Giao hàng nhanh. Chúc shop.buôn may bán đắt. Thanks,5
"Đã nhận sản phẩm đủ như order, hàng chắc chắn,  ko bóp méo,đã nghe thử âm thanh ok",5
"Loa tốt và hình thức đẹp, đây là lần thứ 3 mua hàng của shop. Rất ưng và sẽ tiếp tục ủng hộ",5
Mua cho mẹ nên mình không trực tiếp trải nghiệm sản phẩm. Nhung thấy mẹ khen đài dùng thích lắm!,5
"Hàng nhận y hình , còn ko biết có được bền lâu ko nên cần dùng mới khẳng định, dù sao cũng cảm ơn shop nhé",5
"Giao hàng nhanh, mới thử chất lượng rất ổn. Âm thanh to, rõ ràng. Hy vọng sản phẩm sài bền!",5
"Đã nhận được hàng. Mua lần 2 của Shop, giao hàng nhanh. Hình ảnh là loa cũ. Loa mới chưa dùng nên chưa biết chất lượng.",5
"Sản phẩm pin trâu 🐃🐃🐃🐃, đc shop gửi file tặng cho bé tắm ngôn ngữ 🙂🙂🙂🙂",5
Nhìn rất sịn sò . Đang nhờ shop gửi file để dùng .,5
"Loa xài ok. Pin xài 3,4 ngày mới phải xạc. Hàng chất lượng đáng để mua. File nhạc to nhỏ k đều nên mở cho bé hay bị giật mình. Nói chung hàng ok, sẽ ủng hộ shop nếu mua lại.",5
"Loa nghe tốt, chuyển đổi thẻ nhớ/thư mục ok, nên mua. Hình ảnh mang tính chất minh họa nhận xu",5
"Giao nhanh
Đài nghe tiếng to, trong.
Pin khoẻ, nghe đc lâu hơn đài mình mua trc đó
Đài nặng, cầm chắc tay.",5
Giao hàng rất nhanh. Đóng gói sản phẩm đẹp và chắc chắn. Loa nghe to,5
Giao hơi nâu nhưng rất ưng cái đài luôn. Hình ảnh video để nhận xxu,5
"Shop tư vấn nhiệt tình, mình ngusi kb cách dùng shop đã quay lại clip hướng dẫn mình tỉ mỉ.
Hàng tốt thích hợp cho việc tắm ngôn ngữ cho trẻ. Nên mua ạ",5
Giao hàng nhanh. Đài nghe đc. Thích hợp cho trẻ con học tiếng anh. Thẻ nhớ đã test ok,5
"Đóng gói cẩn thận, giao hàng đúng hẹn. Nhờ có loa bé nhà mình nghe rồi có thể đọc theo. Rất đáng mua.",5
Hình ảnh mang tc nhận xu. Đã nhận đúng hàng nhưng nghĩ thẻ nhớ có đầy đủ bài hát r nên yên tâm. Ai ngờ thẻ nhớ trắng hơi mất công đi cop,5
"Chất lượng rất ổn. Mình mua lần thứ 3 rồi, toàn người nhờ mua hộ 🥰",5
"Loa pin bền, bé thích nghe lắm, đóng gói cẩn thận, giao nhanh, tk shop",5
Hàng đóng gói cẩn thận. Máy loa to nhưng ko bấm số bài được. Chỉ nhấn qua qua thôi hơi cực,5
Hàng mua hộ hàng mua hộ hàng mua hộ. Điều quan trọng nói 3 lần.....,5
"Đặt hỏa tốc nên giao nhanh :))) đài ok nhé..,..............",5
"Giáo hàng nhanh , đóng gói cẩn thânỉ , tiếng rõ ràng dễ sử dụng ,bé rất thiich",5
Đài nghe rất êm. Xạc pin đầy nghe đc rất lâu. Gói hàng cản thận.,5
"Loa 3 pin cầm nặng tay, âm thanh rõ ràng êm tai. Dùng kèm với thẻ nhớ 32g và đầu đọc thẻ nhớ của shop, đúng là combo tuyệt vời.",5
Hàng chuẩn chất lượng tốt shop rất nhiệt tình và chu đáo giá cả hợp lý.yêu shop,5
"Hàng giao nhanh, chưa sử dụng ko biết thế nào, máy cầm chắc tay, shop đóng gói cẩn thận, rất ưng",5
"Giao hàng nhanh
Đóng gói ok
Chất lượng ok
Với phân loại này m nhận được 1 loa+1cap sạc+1cu sac+1the trống+ 1phieu bảo hành+3pin
229//181200",5
"Đài chắc chắn, shop hỗ trợ tl cũng nhanh. Loa nghe chất lượng ổn, phù hợp vs các bé đang độ tuổi tắm t.a",5
"m mua đây là cái thứ 3 cho mẹ mình dùng r, nên mua nha mngggggggg",5
Hàng chuẩn chất lượng tốt shop rất nhiệt tình và chu đáo giá cả hợp lý,5
Video và hình ảnh mang tính chất nhận xu. Hàng dùng ok k móp méo vỡ hay xước gì 👍,5
"Giao hàng nhanh. Đóng gói chắc chắn. Đài nhỏ hơn so với tưởng tượng. Chưa dùng nên chưa biết hiệu quả thế nào. Loa nghe khá bé, nhìn có vẻ chắc tay.",5
"Sản phẩm cầm chắc tay, đóng gói cẩn thận. Chất lượng thìnđợi dùng quay lại đánh giá tiếp",5
Hình ảnh video mang tính chất nhận xu ... ko đc test lên kb thế nào. Đợi phản hồi sau,5
"Giao hàng nhanh
Đóng gói ok
Chất lượng trước mắt là ok
Shop nên ghi rõ thẻ trống na!
219//171200",5
"Giao hàng nhanh, sản phẩm chất lượng, đã mua ở shop 2 lần, pần nào cũng rất ưng ý.",5
"Shop giáo hàng nhanh, loa to rõ ràng, nên mua, sẽ ủng hộ Shop lần sau",5
"Hàng giao nhanh, đủ hàng, loa chắc chắn, âm thanh tốt, ủng hộ shop dài dài 😁",5
"mẹ mình khen dùng thích mà giá rẻ, loại này k có đầu ăng ten như đài cũ của mẹ mình nên rất gọn nhẹ",5
"Loa chất lượng tốt nghe siêu to và rõ,pin dùng cả ngày k hết.Thẻ nhớ load nhanh dùng ok",5
"Nhận hàng hơi lâu xíu so với lần trc, mua mấy lần rùi, cho bạn bè và bản thân. Khá ok",5
"Hình ảnh chỉ mang tính chất nhận xu, hàng ok nha mọi người nên mua",5
"Chưa thử dùng nhưng đã nhận đủ hàng ạ
Đủ hàng
Hàng đẹp
Giao hàng nhanh",5
Mua lần này lần t2 rồi. Lần này ship hàng siêu nhanh. Sản phẩm dùng tốt,5
"Hàng ok loa to lắm
Chưa thử thẻ nhớ nhưng trông loa có vẻ bền con đập k xi nhê",5
"Ship nhanh như cơn gió, cảm ơn shop, loa nghe rất ổn, pin dung lâu!",5
"Shop giao hàng đúng thời gian, chất lượng ổn trong tầm giá, hình ảnh minh họa.",5
Nhận đài ok mỗi tội k có file nghe nên phải đi copy các thứ vào mất công lắm,5
hàng giao hơi lâu 1chut. Nhưng Hàng chuẩn chất lượng. Nên mua ạ.,5
"Nhất hàng khá nhanh, mua sale free ship, hài lòng, mong là dùng ổn, thanks shop",5
Đài mình đặt mua tặng nên chưa biết chất lượng ntn. Còn đài mình quay là đài song ngữ mua cho con. 380k chưa ship bao gồm rất nhiều bài tiếng Anh và t Việt,5
"Đóng gói cẩn thận, giao hàng nhanh,  ủng hộ shop lâu dàiiiiiiiiiiiiiiiiiiiiii",5
"Mua combo này là combo thứ 2 rồi. Ko phải vì hỏng mà mua cái khác, vì quá đã, bạn bè thấy thích nên mua dùm 😂. Đặc biệt Shop rất nhiệt tình và tư vấn lịch sự! Ủng hộ Shop đi mọi người hehe ❤️",5
"Mình mua cho cháu thấy xài cũng ok, giá tốt hơn chỗ khác, chưa chụp đc nên lấy hình đại,",5
"Nhận hàng nhanh, đã mua 1 lần mua thêm, mở nghe trước mắt là ok, mong là bền",5
Đã mua lần 2 và rất ưng ý nha. Loa này tiện cực kỳ khi muốn cho con nghe tiếng Anh ạ! Sẽ giới thiệu và ủng hộ shop,5
"Máy dùng ổn. Chưa biết có bền ko. Có thể nghe qua thẻ, usb, nghe đài.",5
Chất lượng sản phẩm bán chạy 🏃🏃💨🏃🏃328 tuyệt vời 👍😍fkkks,5
"Đã nhận dc hàng. Nh k cắm dc usb ạ. Giao hàng nhanh, đúng mẫu. Giờ biết sử dụng dc usb nữa là ok ạ!",5
Giao hàng nhanh. Chất lượng ok a. Hình ảnh mang tính chât nhận xu.,5
Chất lượng okie nhé. Trước mua 1 cái shop khác bị cho quả pin đểu quá,5
"Sp chất lượng tốt, giá thành rẻ hợp lí, về sd tốt ạ, sẽ ủng hộ shop nhiều ạ",5
"Shop giao đúng hàng, tuy thiếu 1 viên pin nhưng đã ship bù. Sp ok dùng chưa thấy vde gì",5
Shop giao hàng nhanh. Hàng chuẩn. Hỗ trợ rất nhiệt tình bấnhsjskkaanbs,5
"Mình thấy nghe file nghe oke , sang FM thấy hơi bị ồn và nhiễu, bỏ pin ra 1 pin vẫn chạy tốt",5
Hàng đẹp. Giao hàng hơi lâu. Đủ pin. Okokokokokokokookkkkkkk,5
"Đóng gói chắc chắn, chưa nghe nên chưa biết loa như nào, giống hình nha mn",5
"Shop gửi đúng hàng, đúng số lượng. Loa nghe ổn. Đây là sản phẩm thứ hai mình mua của shop. Mọi thứ đều OK.",5
Mang tính chất không liên quan lắm. Vì mình mua hộ. Cơ mà thấy chị ấy bảo hàng ok. Chỉ mong con dùng bền,5
"Hàng được bọc cẩn thận, giao hàng nhanh. 
Mặt loa có lỗi nhỏ và thẻ nhớ trắng.",5
"Hình thức đẹp mà k mở đc FM ah bạn ơi, mình mở chỉ nghe tiếng rè rè thôi à hĩhixx",5
Đã mua cái thứ 4 của shop. Có nhu cầu lại mua tiếp 😍,5
"Chất lượng sản phẩm ôcela em mua hộ nên ko có ảnh kèm video ạ
Giao hàng siêu nhanh hôm trước đặt hôm sau nhận rồi ạ
Ảnh và viveo mang tính nhận xu ạ",5
"Loa 853 3 pin 2 thẻ nhớ nhưng lại ko có đèn. Thấy 836 có đèn vẫn tiện hơn mà cũng ok. Shop giao đúng mẫu, chất lượng sản phẩm ok",5
"Da nhan duoc hang . Dong goi can than, loa nghe tot , chat luong phu hop gia tien",5
"Loa chắc chăn, giao hàng nhanh, 1 loa, 3 pin, 1 thẻ nhớ 32GB, 1 sạc đen. Đầy đủ cả, nhưng nếu có thêm đầu đọc thẻ nhớ nữa thì tuyệt. Vì mình lấy file trong máy tính nên k biết kết nối sao cho tiện lợi. Dù sao cũng cho shop 5sao",5
"Đã nhận hàng như hình
Giao hàng dịch như vậy là khá ok
Cảm ơn shop
Đóng gói cẩn thận",5
"K có ảnh nhưng loa xịn xò. Âm lượng to rõ ràng
Bé nhà mình rất là thích",5
"Loa tốt, nghe rõ, chưa cắm thẻ nhớ  nên chưa biết oki không, sẽ đánh giá tiếp sau khi sử dụng.",5
Đã nhận được hàng chất lượng thì dùng mới biết được lần sau lại ủng hộ shop tiếp,5
1112294958483838848484848484884848_8488484848499494949494949494994 loA thích nha c em,5
"S Sản phẩn chất lươnbj tốt,đóng gói tốt, giao hàng nhanh, shop tận tình Sản phẩn chất lươnbj tốt,đóng gói tốt, giao hàng nhanh, shop tận tình",5
"Hình ảnh mang tính chất laya xu, đóng gói cẩn thận, mùa dịch nên dao hàng lâu................  chất lượng chưa dùng nên không biết",5
"Sản phẩm dùng rất thích, shop đóng gói cân thận , giao hàng nhanh. Mình sẽ ủng hộ tieeps ah",5
Hàng Ok chất lượng .. k bik lỗi usb hay lỗi máy mà nghe dc 3 bài là im ru,5
"Rất ưng ạ. Loa nghe rõ mà không bị chói tai. Có cả nút để bấm chuyển folder nữa. Mua về cho bé nhà mình nghe tiếng Anh mà ưng lắm nè, chuyển bài dễ dàng, có sẵn cả pin nha. Cảm ơn shop",5
"Máy đóng gói cẩn thận, bọc kỹ càng, đủ dụng cụ. Chưa nghe nên không biết như thế nào",5
"Hàng gọn, mẫu mã đẹp, thích hợp sử dụng nghe nhạc cá nhân, với mức giá này là hợp lý",5
"Giao hàng lâu chắc do dịch nhưng sản phẩm ok. 
Loa nghe ổn
Cầm chắc tay
Màu sắc đẹp",5
"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn",5
Chất lượng ok. Âm thanh bghe ổn. Mn nên mua thêm đầu đọc đa năng để chuyển file nghe nhé.,5
"Sản phẩm phù hợp với mình. Loa nghe rõ 
Mới dùng thử hy vọng dùng được lâu",5
"Loa nghe tốt,pin trâu, ko biết độ bền như nào.....
Ps: h/a mang tính chất nhận xu",5
Loa ok. Nhạc tốt thích hợp cho bé nghe cnckdkdhchcjjckskdkvjudidkccj,5
"Mua được giá rẻ rất tuyệt vời, nghe đã, nhưng có vẻ nhanh hết pin hơn ngày trước. Dù sao cũng thấy vui",5
"Đã nhận đủ, shop chuẩn bị hàng nhanh, rất chu đáo, còn chất lượng thì phải sử dụng mới biết được",5
Dịch bệnh mà shop vẫn giao hàng khá nhanh . Chưa dùng nên chưa biết chất lượng thế nào,5
"Sản phẩm tuyệt vời, có  nút bật pin
Giao hàng trong mùa dịch nên hơi lâu",5
"Giao hàng nhanh, tư vấn nhiệt tình, loa nghe tốt rất đáng tiền",5
"Đóng gói kĩ, ship nhanh, sp tốt chẤt lượng cao. Rất ưng ạ",5
,5
"Shop rất nhiệt tình, hỗ trợ khách hàng tốt lắm ạ. Giá lại OK! Giao hàng rất nhanh trong thời điểm nhạy cảm như thế này. Cảm ơn Shop nhiều nhé 🥰👍🏻",5
"Shop đóng gói cẩn thận, giao hàng đầy đủ phụ kiện. Giao hàng siêu nhanh. Thanks shop!",5
"Sản phẩm tốt. Đóng gói cẩn thận 
============================
🌱Giấy vệ sinh, giấy lau đa năng,..
🌱Thùng rác cộng cộng - y tế / Túi nilon các loại
🌱Đồ dùng, thiết bị nhà hàng khách sạn
👉Cho hàng triệu cá nhân tổ chức, và bệnh viện lớn trên toàn quốc.
Hotline: 0349 802 586",5
Trong tình hình dịch như vậy mà nhận hàng tương đối nhanh ạ. Hàng đầy đủ như giới thiệu. Dùng thử sẽ đặt thêm để 2 thằng đỡ uýnh nhau và đặt tầng trên tầng dưới cho đỡ phải hết hơi mang chỗ này chỗ kia,5
"Loa nghe to rõ, pin bền, ngày nào cũng nghe hơn 1 tiếng , hơn tuần rồi vẫn thấy nhiều pin",5
"TẬP ĐOÀN AN THỊNH PHÁT THÔNG BÁO TUYỂN DỤNG.📣📣📣

📍 KHU VỰC: ECOPARK - HƯNG YÊN.
📞 LIÊN HỆ: MR.THẮNG 0914863353
                   MS.NGỌC 0986851188
📨 ĐỊA ĐIỂM NỘP HỒ SƠ: 116 THẢO NGUYÊN -     
               ECOPARK - VĂN GIANG - HƯNG YÊN.",5
"Đài nhỏ gọn, cầm đầm và nặng tay ( do có 3 pin 18650 và loa bự), âm lượng có 16 mức, to rõ. Mua cho bố nghe, mình rất hài lòng.
À mọi ng khi mở hộp, bắt đầu mở đài thì ấn giữ nút FM 3 giây thì nó sẽ dò các kênh fm, chờ 1 lát thì có thể nghe dùng nhé.",5
"Đã mua rất nhiều lần. Uy tín chất lượng.Shop đóng gói siêu cẩn thận, giao hàng siêu nhanh. Thanks shop!
Hình ảnh, video mang tính chất nhận xu 😂",5
"Giao hàng siêu nhanh. Đồ chất lượng. Đã mua lần 2 
Mmfkljsdkdks",5
Loa tốt giá tốt. Nhưng đài thì bắt sóng hơi kém và dè. Chắc do không có ăng ten. Đánh giá 8/10,5
"Tôi đặt cái đài thứ 3 của nhà này rồi. Nói chung là P/P rất ổn, mọi người nên mua.",5
"Loa ổn áp. Mọi người nên mua nhé, đài fm hơi rè do ko có ăng ten thôi",5
"Loa to, bắt sóng FM tốt
Có 2 cổng cắm thẻ, 1 cổng USB
Có 3 pin và dây sạc
Bé rất thích. Cầm nhỏ gọn.
Pin mới dùng nên chưa đánh giá độ bền của pin.
",5
"Giá rẻ, hàng rất ổn áp, bản thân tôi rất ưngaaaaaaaaaaaaaaaa",5
"Đóng gói chắc chắn. Mới dùng thử, thấy Đài nhỏ mà nghe loa khá to, tiếng trong. Thẻ nhớ dùng tốt. K biết dùng 1 thời gian có bền k. (K có hướng dẫn nên ban đầu hơi mò mẫm, phải tra thêm gg ). Video quay dài hơn 1p , chưa cắt nên k tải lên đc",5
Sản phẩm dùng rất là tốt chất lượng cao giao hàng nhanh sẽ ủng hộ tiếp cảm ơn shop nhiều nhé,5
Giao hàng nhanh. Sản phẩm đúng theo yêu cầu. Sẽ ủng hộ shop thêm,5
"Chất lượng sp tuyệt vời, nên mua

Chất lượng sp tuyệt vời, nên mua.",5
Shop đóng gói rất cẩn thận ạ tư vấn khách nhiệt tình k có j để chê shop hết cảm ơn shop nhé con gái mình rất thích ạ cho shop 10⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ luôn ạ,5
Ko kết nối được,1
,1
,1
"Kết nối của jack không ổn định, tiếng lúc to lúc nhỏ. Dùng để nghe nhạc còn tạm. Không thể dùng để chơi game được. Mic nói chuyện cũng rất bé.",2
"Lúc đeo tai nghe vào nghe mình luôn nghe thấy tiếng dè dè, chất lượng sản phẩm ko tốt thôi thì tiền nào của nấy
Bác nào muốn mua để nghe nhạc chất lượng thì ko nên mua nhé, còn bác nào muốn mua để nghe tạm tạm thì mua cũng ổn",2
"giao hàng lâu thì hong nói r đợi được r nhận được hàng thì nghe được nhưng thu âm thì không nghe duoc giọng của mình nói luôn , kiểu làm mất luôn cáiic tai nghe nói chung ai chơi game hong nên mua nghe nhạc thì dùng ok",2
sản phẩm nghe ok nhưng có điều jack cắm hơi lỏng nên khi rung rung là nó rè rè,3
"lúc cắm vào thì hơi bị lỏng, không có chắc chắn",3
Sp dùng không ổn định,3
,3
"Jack ok không biết dùng lâu thế nào, ngày thứ 9 mới nhận đc hàng lâu quá",4
Hàng không hoạt động  do máy của mk ko hỗ trợnhưng hàng đẹp đúng như hình ok nhé,4
,4
,4
,4
,4
,4
,4
Cơm ngon🍚🍚🍚🍚🍚🍛🍛🍛🍛🍛🍛🍛🍛chất lượng tốt 😂😂mang tích chất nhận xu ạ,5
"sản phẩm tốt, shop giao hàng nhanh, phục vụ tốt và thân thiện.",5
"Sản phẩm dùng ok. Kết nối ổn. Gói hàng cẩn thận chắc chắn, giao hàng nhanh",5
Chưa sử dụng nên chưa chắc chắn về chất lượng nhưng nhìn qua thì cũng ổn đóng gói cẩn thận,5
Nhìn chắc chắn hơn hẳn cái cáp của con vivo v21 của mình🤣 cắm vào nghe ngon lắm,5
hàng ok đấy kkkkkkkkkkkkkkmmkkkkkkkk mia cũng đuọccccccccccccc,5
"Giaoo hàngg siêuu lâu luôn 🥲 nhưng không sao , hàng đẹp xài ok nè ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ okokokokokokokokokokokokokok",5
Jack oke. Mình dùng cho pixcel. Sợ pixcel kén jack mà khá oke ạ.,5
"Sản phẩm tuyệt vời
Đóng gói quá chắc chắn
Nghe quá ổn 
Hợp giá tiền",5
"Hàng đẹp quá
Mình mua IP thì lại về sam sung hơi tiếc
Sẽ mua lại của shop nhé
Hình ảnh chỉ mang tính nhận kkkk",5
"Sản phẩm tốt, giúp chất âm tăng lên thêm 1 xíu. Chỉ là giao hàng quá lâu",5
Chất liệu khá ổn . sài tốt . mua cũng được gần tháng r thấy khá ok 👌,5
"Đã nhận hàng,giao hàng nhanh, chất lượng sản phẩm tốt phù hợp với giá tiền, chút shop tư vấn nhiệt tình sẽ quay lại ủng hộ
Hình ảnh và video mang tính chất nhận xu",5
"chưa có máy để thử nên chưa biết sao, nhưng thấy mẫu mã đẹp tạm vote 5*",5
"Tai Nghe ổn 
Nên mua ạ",5
"Hình ảnh mang tính chất minh hoạ
Sản phẩm tốt",5
Hàng ok chắc do máy nên cắm vào là nó hiện kết nối bộ sạc hơi khó chịu tý,5
"Sp oke, chưa dùng nma đuoejc cái đẹp phết, sẽ nghe thử xem chất luoengj ntn",5
"Đóng gói sản phẩm hơi sơ xài một tí, chất lượng sản phẩm thì ok.",5
Lần đầu tiên mua hàng ở shop nhưng rất hài lòng về chất lượng sản phẩm. Sẽ tiếp tục ủng hộ shop.,5
"Giá cả hợp lý, rẻ hơn các  cửa hàng gần đây. Giao hàng Từ Bắc vào Nam cũng không quá chậm",5
Shop bọc hàng cẩn thận. Chất lượng âm thanh khi nghe qua đầu chuyển đổi ổn,5
"Gói hàng chắc chắn ,đẹp giao nhanh  
Sẽ sử dụng xem được sẽ ủng hộ tiếp 👍👍👍 😊😊😊😊",5
Sản phẩm không có độ trễ. Tai nghe bạn ntn thì sản phẩm như thế đó. Có vấn đề là nó khá là dễ mất kết nối khi bị lệch.,5
Hàng đóng gói mẫu mã ok. Mặc dù chưa test nhưng vẫn cho 5 sao vì shop nhiệt tình ạ.,5
Jdjbxjwojdjwkfndicmbs dkcuebkfid djhbdjf jdjebshid eiehwhhddjb,5
Sản phẩm kh phải bàn cải chất lượng okee âm thaanh ổn do là máy sách tay nên kh thế tránh đc tình trạng hơi gè khi chơi game máy mình là K40 Gaming,5
Hình ảnh chỉ để nhận xu sản phẩm ok,5
"Dùng đc, đáng mua, cmt này mang tính chất nhận xu .......sssss.ssss.ssss..ff..",5
"Dùng đc, hơi dè khi dùng, tuy nhiên nghe nhạc thì bật tiếng to là không nghe thấy dè, đây là đặc điểm của hầu hết các cáp chuyển đổi dạng này, nên ae cứ yên tâm nhé 😂",5
hàng đẹp nhưng có điều mic thì hơi kém...ko sao..thái độ phục vụ và hàng chuẩn như quảng cáo thì vẫn cứ là 5 sao,5
"Giao hàng nhanh,đóng gói cẩn thận,giá rẻ hơn những shop khác",5
Sp tốt shop tư vấn nhiệt tình chỉ có điều shop gửi J&T vận chuyển hàng phải đợi rất lâu và nhỡ việc,5
Nhìn có vẻ xịn xò. Chưa test chất lượng.,5
Jack chuyển đổi nghe hay .. 5 sao,5
Oke shop ạ,5
Hàng OK nha,5
,5
Xài được 1 tuần rồi thấy rất ổn với giá tiền,5
Tuyệt vời mỗi tội âm hơi nhỏ,5
"Chất âm tốt, dùng để trên ss note10.",5
,5
,5
Oki tạm đc!,5
,5
Dùng Ổn lắm mn nên mua,5
Hàng ok nhé shop,5
,5
"Đã nhận được hàng, giao hàng siêu nhanh, tai nghe đẹp và xịn lắm ạ, mình quên mất ko chụp ảnh, lần sau sẽ tiếp tục ủng hộ shop",5
shop tư vấn nhiệt tình. chất lượng so với giá tiền thì khá chi là ổn nha.,5
giao nhanh nha. shop tư vấn rất nhiệt tình nha. ths shop.,5
shop nhiệt tình. tư vấn rất kĩ về sp. ủng hộ shop.,5
giao nhanh hàng ổn lắm nha. sẽ ủng hộ shop tiếp nha.,5
Chỉ sợ máy pixel ko tương thích. cắm vào cái ọt nghe đc liền. lần sau sẽ ủng hộ shop,5
ổn áp nha. giao max của max nhanh. shop nhiệt tình.,5
chuẩn chính hãng đã check mã QR. giao hàng nhanh. giá hợp lý. chất lượng ok.,5
chất lượng bền. mua của shop lần thứ 3 rồi. giao hàng nhanh và rất hài lòng nha mọi người. nên mua ở shop này nha.,5
thấy sp khá ok với giá xiền đó chớ. nên mua mọi người ạ.,5
hàng chất lượng. giao hàng nhanh. shop tư vấn nhiệt tình.,5
chuẩn chính hãng baseus. giao hàng nhanh. tư vấn nhiệt tình.,5
hàng khá ok. shop giao hàng nhanh. phục vụ nhiệt tình.,5
giao hàng cực kì nhanh. shop tư vấn rât nhiệt tình. chất  lượng ổn. 5 saooooooooooooooooooo,5
sản phẩm thì tốt đấy. shop cũng nhiệt tòn đăý.kkkkk,5
chất lượng 1 câu là ổn áp. giá cả  hợp lý. giao hàng nhanh.,5
sản phẩm tuyệt vời. giao hàng nhanh. chủ shop  nhiệt tình.,5
chất lượng rất ổn. giao hàng lại  nhanh. 100000000đ,5
shop giao hàng nhanh. đóng gói tốt. chất lượng cũng ok luôn nha mọi người.,5
chất lượng khá ổn. giá cả hợp lý. mua được nha mọi người.,5
Sản phẩm tốt có cả mic và cả giao hàng nhanh nữa sản phẩm nên mua,5
Mình mua nhiều lần trên shope rồi  . Đây là lần đầu tiên đánh giá luôn. Shop nhiệt tình đổi trả hàng lỗi cho mình  . Tai nghe tốt. Chất lượng. Bạn shop quá nhiệt tình . Tốt bụng luôn .🥰.,5
